particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599694479360,1224979236083728396,33.0014992,-6.75493193,9.74792194,0.116973594,7.7463851,-1.57528126,2.28752089,8.2292614,0,0,0,0,1
4503600013246464,1224979236083728396,31.4102917,6.44111347,7.1238122,0.109561659,5.88356113,1.21630347,1.33482826,6.15446615,0,0,0,0,0
4503599862251520,1224979236083728409,27.7815056,15.7911119,-1.98072243,0.106797576,6.11369944,3.48605442,-0.436215788,7.0512538,0,0,0,0,0
4503599979692032,1224979236083728409,26.1714535,18.6513557,-6.90505743,0.109652095,0.402758569,0.298844784,-0.107742973,0.512963414,0,0,0,0,0
4503599962914816,1224979236083728410,28.2538071,14.9520836,3.90815473,0.10742265,1.32821238,0.713725269,0.184350699,1.51905811,0,0,0,0,0
4503600013246464,1224979236083728410,32.8743019,6.74388075,7.45596313,0.114670001,5.88337994,1.21718001,1.33482873,6.15446615,0,0,0,0,1
4503599728033792,1224979236083728424,-19.3408203,-25.4426613,4.02909422,0.10744857,-4.60938025,-6.07940531,0.96181339,7.68964481,0,0,0,0,0
4503599778365440,1224979236083728437,-5.04721975,-31.7700977,-13.9965801,0.117019594,-1.54467177,-9.78443432,-4.30995321,10.8026323,0,0,0,0,0
4503599795142656,1224979236083728437,-15.4608603,-28.8577995,-3.42406321,0.109799661,-2.62755179,-4.92509747,-0.583832145,5.61261749,0,0,0,0,0
4503599845474304,1224979236083728437,-6.28333902,-31.4243813,-9.80800056,0.111790404,-0.287206739,-1.48531806,-0.463011473,1.58209908,0,0,0,0,0
4503599778365440,1224979236083728451,-5.21221638,-32.8154564,-14.4570494,0.120869383,-1.54404581,-9.7845335,-4.30995321,10.8026323,0,0,0,0,1
4503599828697088,1224979236083728451,0.982345343,-32.0685234,-8.86934948,0.111033425,0.112349473,-3.35391426,-0.927695394,3.4816637,0,0,0,0,0
4503599845474304,1224979236083728451,-6.58379316,-32.9808311,-10.2931566,0.117320113,-0.286274731,-1.48549795,-0.463011652,1.58209908,0,0,0,0,1
4503599644147712,1224979236083728465,16.6268997,-27.3110275,-14.125906,0.116599284,1.22774327,-1.99825656,-1.03612733,2.56397009,0,0,0,0,0
4503599644147712,1224979236083728479,17.7517757,-29.1407356,-15.0747976,0.1244317,1.22883904,-1.99758291,-1.03612745,2.56397009,0,0,0,0,1
4503599912583168,1224979236083728479,23.7747612,-21.466114,-13.9186792,0.116497777,2.21320486,-1.98536921,-1.2919383,3.24176979,0,0,0,0,0
4503599946137600,1224979236083728479,24.840889,-20.1076145,-2.11897516,0.106838286,4.63082266,-3.73613858,-0.394504249,5.96312714,0,0,0,0,0
4503599811919872,1224979236083728493,29.3889427,-13.5616732,-14.2192373,0.117924325,2.06478333,-0.942130268,-0.997041941,2.4789176,0,0,0,0,0
4503599694479360,1224979236083728494,31.3845024,-6.42599869,9.27041435,0.111243576,7.74618816,-1.57624936,2.28752065,8.2292614,0,0,0,0,0
4503599979692032,1224979236083728507,27.1078491,19.347168,-7.15568399,0.113632292,0.402341992,0.299405575,-0.107742481,0.512963414,0,0,0,0,1
4503599996469248,1224979236083728507,23.8865299,21.8752632,-11.8734894,0.11507117,2.87740755,2.64827561,-1.43354893,4.16508102,0,0,0,0,0
4503599711256576,1224979236083728508,23.8295784,21.9199409,6.83611059,0.110382274,6.02234793,5.55290413,1.72955179,8.372262,0,0,0,0,0
4503599761588224,1224979236083728535,-1.12754095,32.0510063,-8.83782387,0.110964403,-0.294356555,8.09421444,-2.23200798,8.40147686,0,0,0,0,0
4503599744811008,1224979236083728536,1.42449856,32.3587532,12.976285,0.116389699,0.162868068,3.92021751,1.57189667,4.22675896,0,0,0,0,0
4503599660924928,1224979236083728549,-11.2036419,30.3639069,-1.66358674,0.108101219,-0.479826421,1.27242708,-0.0698965192,1.36168647,0,0,0,0,0
4503599879028736,1224979236083728549,-11.341938,30.2860298,-9.59630013,0.112524383,-0.724262059,1.90637338,-0.605122685,2.12720203,0,0,0,0,0
