particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,-55.5227966,40.9660721,-2.70750237,0.105658367,-1
4503599660924928,13,0,0,0,0,0,-5.75100803,68.7599182,-3.5786109,0.105658367,-1
4503599677702144,13,0,0,0,0,0,54.1233749,-42.7979012,-15.8621235,0.105658367,-1
4503599694479360,13,0,0,0,0,0,-68.9790802,-1.69912255,-26.3275986,0.105658367,-1
4503599711256576,13,0,0,0,0,0,20.3234844,65.9390411,-21.3607235,0.105658367,-1
4503599728033792,13,0,0,0,0,0,-34.2746315,-59.8853035,15.5905962,0.105658367,-1
4503599744811008,13,0,0,0,0,0,64.2320862,25.2039566,-3.21188021,0.105658367,-1
4503599761588224,13,0,0,0,0,0,66.6834183,17.7290859,-32.4965706,0.105658367,-1
4503599778365440,13,0,0,0,0,0,-63.2134361,27.6597309,10.883687,0.105658367,-1
4503599795142656,13,0,0,0,0,0,-68.2653275,10.042161,-3.74700117,0.105658367,-1
4503599811919872,13,0,0,0,0,0,62.9764633,28.195137,19.6459637,0.105658367,-1
4503599828697088,13,0,0,0,0,0,-39.2646942,-56.7387314,10.07267,0.105658367,-1
4503599845474304,13,0,0,0,0,0,16.6903439,66.9509811,26.8751163,0.105658367,-1
4503599862251520,13,0,0,0,0,0,43.9766731,-53.1700287,27.2098064,0.105658367,-1
4503599879028736,13,0,0,0,0,0,-66.6046677,18.0226765,6.22314787,0.105658367,-1
4503599895805952,13,0,0,0,0,0,40.1267204,56.1324005,7.77746725,0.105658367,-1
4503599912583168,13,0,0,0,0,0,-63.272274,27.5248756,19.2310104,0.105658367,-1
4503599929360384,13,0,0,0,0,0,11.0610828,-68.1076508,-4.77533054,0.105658367,-1
4503599946137600,13,0,0,0,0,0,56.0072479,40.3012238,-8.90861511,0.105658367,-1
4503599962914816,13,0,0,0,0,0,-67.4426804,14.576827,-13.6923704,0.105658367,-1
4503599979692032,13,0,0,0,0,0,11.9361553,67.9597473,28.8899021,0.105658367,-1
4503599996469248,13,0,0,0,0,0,53.1384087,44.0148773,-29.0406494,0.105658367,-1
4503600013246464,13,0,0,0,0,0,-44.3235664,52.8811951,35.830677,0.105658367,-1
4503600030023680,13,0,0,0,0,0,23.0019531,65.0531311,-5.95198774,0.105658367,-1
4503600046800896,13,0,0,0,0,0,68.8307953,-4.82938719,-11.9877138,0.105658367,-1
