particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,5.66900969,-68.7667236,-17.006546,0.105658367,-1
4503599660924928,13,0,0,0,0,0,-64.6369553,-24.1467171,-2.17987776,0.105658367,-1
4503599677702144,13,0,0,0,0,0,-57.5805779,38.0194283,16.7638931,0.105658367,-1
4503599694479360,13,0,0,0,0,0,43.2814026,53.7375069,-6.69604397,0.105658367,-1
4503599711256576,13,0,0,0,0,0,68.0997009,-11.109869,-0.899890423,0.105658367,-1
4503599728033792,13,0,0,0,0,0,61.3619308,-31.5549393,12.7964792,0.105658367,-1
4503599744811008,13,0,0,0,0,0,22.3562012,65.2778702,-3.25341463,0.105658367,-1
4503599761588224,13,0,0,0,0,0,-3.50883365,68.9107285,-22.0615273,0.105658367,-1
4503599778365440,13,0,0,0,0,0,37.9951553,57.5965996,-4.95300865,0.105658367,-1
4503599795142656,13,0,0,0,0,0,-66.1822586,19.51688,28.4318428,0.105658367,-1
4503599811919872,13,0,0,0,0,0,48.6680336,-48.9123878,10.3290615,0.105658367,-1
4503599828697088,13,0,0,0,0,0,-20.1018562,66.0069351,-23.3338737,0.105658367,-1
4503599845474304,13,0,0,0,0,0,-55.5989685,-40.8626289,7.19583368,0.105658367,-1
4503599862251520,13,0,0,0,0,0,-68.9822235,-1.56624103,27.1752987,0.105658367,-1
4503599879028736,13,0,0,0,0,0,-52.616169,-44.6378632,-33.9936562,0.105658367,-1
4503599895805952,13,0,0,0,0,0,48.4939346,-49.0850029,-10.8754549,0.105658367,-1
4503599912583168,13,0,0,0,0,0,-55.8181229,-40.5627556,-30.4340534,0.105658367,-1
4503599929360384,13,0,0,0,0,0,-63.7367134,26.4316349,-7.53212166,0.105658367,-1
4503599946137600,13,0,0,0,0,0,-41.1305656,55.4010506,-35.7003288,0.105658367,-1
4503599962914816,13,0,0,0,0,0,6.47508192,-68.6955032,20.3384457,0.105658367,-1
4503599979692032,13,0,0,0,0,0,-40.5970955,55.7931595,33.0729103,0.105658367,-1
4503599996469248,13,0,0,0,0,0,-1.2601192,68.9884949,-12.0116558,0.105658367,-1
4503600013246464,13,0,0,0,0,0,-55.8446083,40.5262833,20.5022449,0.105658367,-1
4503600030023680,13,0,0,0,0,0,-2.89996076,68.9390411,25.114563,0.105658367,-1
4503600046800896,13,0,0,0,0,0,19.6639938,-66.1386948,32.7181244,0.105658367,-1
