particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,-2.47768927,-3.2853055,-0.294562608,0.105658367,-1
4503599660924928,13,0,0,0,0,0,8.04544353,-0.790194869,-2.52262521,0.105658367,-1
4503599677702144,13,0,0,0,0,0,0.0272235591,0.249347359,0.0112467939,0.105658367,-1
4503599694479360,13,0,0,0,0,0,-5.97200155,4.74904966,0.685790658,0.105658367,-1
4503599711256576,13,0,0,0,0,0,3.68370938,3.84149671,-2.12074971,0.105658367,-1
4503599728033792,13,0,0,0,0,0,2.19194007,-5.42332697,1.13569331,0.105658367,-1
4503599744811008,13,0,0,0,0,0,-1.53880644,-7.65760136,0.521865547,0.105658367,-1
4503599761588224,13,0,0,0,0,0,1.39363539,-2.24387383,-0.275154412,0.105658367,-1
4503599778365440,13,0,0,0,0,0,-0.592146873,-0.181537777,0.231278956,0.105658367,-1
4503599795142656,13,0,0,0,0,0,2.11300254,6.39688778,2.88825965,0.105658367,-1
4503599811919872,13,0,0,0,0,0,1.65093148,1.29540718,0.750161886,0.105658367,-1
4503599828697088,13,0,0,0,0,0,-3.67073941,-2.36272025,1.46757746,0.105658367,-1
4503599845474304,13,0,0,0,0,0,-1.55077982,3.85789204,-0.812221527,0.105658367,-1
4503599862251520,13,0,0,0,0,0,7.49147606,1.14395905,3.08953166,0.105658367,-1
4503599879028736,13,0,0,0,0,0,0.466206163,-8.53134346,-4.13656855,0.105658367,-1
4503599895805952,13,0,0,0,0,0,3.64041948,-0.970742285,-1.16672957,0.105658367,-1
4503599912583168,13,0,0,0,0,0,2.06339622,-7.63146448,2.75128436,0.105658367,-1
4503599929360384,13,0,0,0,0,0,-3.86475372,5.91367483,3.41867208,0.105658367,-1
4503599946137600,13,0,0,0,0,0,-1.19517875,-0.250546902,-0.407004297,0.105658367,-1
4503599962914816,13,0,0,0,0,0,2.23115635,4.92537737,-0.503210425,0.105658367,-1
4503599979692032,13,0,0,0,0,0,-0.94954592,4.2393856,1.84910882,0.105658367,-1
4503599996469248,13,0,0,0,0,0,-9.15050888,3.51029515,-0.429814994,0.105658367,-1
4503600013246464,13,0,0,0,0,0,4.29239416,2.75174212,-1.83002996,0.105658367,-1
4503600030023680,13,0,0,0,0,0,-0.105872557,4.32087469,-0.397417605,0.105658367,-1
4503600046800896,13,0,0,0,0,0,-5.52363348,2.65265417,-1.4523201,0.105658367,-1
