particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,5.87875414,-2.47392416,-1.98926711,0.105658367,-1
4503599660924928,13,0,0,0,0,0,0.175152257,-1.78260517,0.524860144,0.105658367,-1
4503599677702144,13,0,0,0,0,0,-6.39995956,5.79263449,1.57352376,0.105658367,-1
4503599711256576,13,0,0,0,0,0,4.27186871,7.59848356,0.335278124,0.105658367,-1
4503599728033792,13,0,0,0,0,0,2.22921634,0.714576542,-0.00377086131,0.105658367,-1
4503599744811008,13,0,0,0,0,0,2.48484135,2.30397177,1.52854943,0.105658367,-1
4503599761588224,13,0,0,0,0,0,1.77633882,2.72628856,-0.701203048,0.105658367,-1
4503599778365440,13,0,0,0,0,0,-2.41808367,-0.561245441,-0.738388777,0.105658367,-1
4503599795142656,13,0,0,0,0,0,0.872400463,-0.586285889,-0.524415672,0.105658367,-1
4503599811919872,13,0,0,0,0,0,0.653700352,-3.69424081,-0.858861029,0.105658367,-1
4503599828697088,13,0,0,0,0,0,-6.49658108,5.22065449,0.569232523,0.105658367,-1
4503599845474304,13,0,0,0,0,0,0.49144733,3.50610542,-1.25875044,0.105658367,-1
4503599862251520,13,0,0,0,0,0,2.35240722,1.16125059,0.301171064,0.105658367,-1
4503599879028736,13,0,0,0,0,0,-8.66400337,-0.419225365,-0.780665398,0.105658367,-1
4503599895805952,13,0,0,0,0,0,-4.38562965,4.62819862,2.86394548,0.105658367,-1
4503599912583168,13,0,0,0,0,0,-7.37270784,1.42253757,1.97059989,0.105658367,-1
4503599929360384,13,0,0,0,0,0,-0.172697693,5.53466892,0.347086281,0.105658367,-1
4503599946137600,13,0,0,0,0,0,0.982456088,0.327495456,0.116945468,0.105658367,-1
4503599962914816,13,0,0,0,0,0,-7.58733177,2.46612906,0.210561872,0.105658367,-1
4503599979692032,13,0,0,0,0,0,-0.119412065,5.96017122,-2.74511242,0.105658367,-1
4503599996469248,13,0,0,0,0,0,1.78702784,1.46163177,0.967418849,0.105658367,-1
4503600013246464,13,0,0,0,0,0,-5.20709467,-6.71251774,-3.20986462,0.105658367,-1
4503600030023680,13,0,0,0,0,0,5.22133493,-7.26493788,-0.609118223,0.105658367,-1
4503600046800896,13,0,0,0,0,0,1.20491457,-0.845187306,0.478318363,0.105658367,-1
